From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Temp (degree C),RH (%),WS (m/s),WD (deg),SR (W/mt2),BP (mmHg),VWS (m/s),Xylene (ug/m3),RF (mm),AT (degree C)
2022-09-10 22:00:00,2022-09-10 23:00:00,10.75,21.75,16.12,17.8,22.53,8.05,,0.86,7.25,1.0,3.4,30.0,79.0,1.0,110.25,12.75,,-0.1,2.08,0.0,23.73
2022-09-10 23:00:00,2022-09-11 00:00:00,14.0,30.5,11.95,11.75,15.97,8.8,,0.81,7.9,0.93,2.7,32.25,78.75,1.38,52.5,12.5,,-0.1,1.53,0.0,23.55
2022-09-11 00:00:00,2022-09-11 01:00:00,7.5,20.75,5.28,7.37,8.2,8.57,,0.66,8.35,0.23,2.3,32.55,80.0,1.3,52.33,12.0,,-0.1,0.98,0.0,23.15
2022-09-11 01:00:00,2022-09-11 02:00:00,6.0,14.5,4.58,5.55,6.65,8.38,,0.64,7.47,0.0,0.35,32.52,82.0,1.15,62.0,11.75,,-0.1,0.7,0.0,22.78
2022-09-11 02:00:00,2022-09-11 03:00:00,5.75,17.25,5.0,5.62,7.05,9.6,,0.64,7.25,0.0,1.43,32.48,81.25,1.18,55.0,11.5,,-0.1,0.88,0.0,22.52
2022-09-11 03:00:00,2022-09-11 04:00:00,5.5,22.5,13.15,8.88,15.4,9.7,,0.72,5.63,0.0,0.75,32.72,81.0,0.95,116.0,11.25,,-0.1,0.47,0.0,22.38
2022-09-11 04:00:00,2022-09-11 05:00:00,8.0,29.25,14.17,11.25,17.5,7.95,,0.78,6.15,0.0,1.17,32.6,81.0,1.0,111.0,11.0,,-0.1,0.57,0.0,22.28
2022-09-11 05:00:00,2022-09-11 06:00:00,11.0,35.0,17.93,13.15,21.68,8.45,,0.81,6.2,0.28,1.77,32.55,81.5,1.07,111.0,11.0,,-0.1,0.8,0.0,22.22
2022-09-11 06:00:00,2022-09-11 07:00:00,11.25,33.0,20.48,15.77,25.02,7.57,,0.74,5.53,0.0,2.05,31.2,80.25,1.07,82.75,20.5,,-0.1,0.68,0.0,22.37
2022-09-11 07:00:00,2022-09-11 08:00:00,11.75,33.75,18.8,14.05,22.75,7.43,,0.74,5.17,0.4,1.82,29.48,79.75,1.12,98.25,48.75,,-0.1,0.68,0.0,22.55
2022-09-11 08:00:00,2022-09-11 09:00:00,12.0,29.25,19.72,18.62,25.98,7.03,,0.79,6.05,1.0,2.98,29.3,78.0,1.2,90.0,98.5,,-0.1,1.42,0.0,23.07
2022-09-11 09:00:00,2022-09-11 10:00:00,14.0,34.0,13.92,14.78,19.23,8.12,,0.76,5.75,1.15,3.83,29.25,76.5,1.15,48.5,196.75,,-0.1,1.4,0.0,23.78
2022-09-11 10:00:00,2022-09-11 11:00:00,11.0,28.0,14.35,16.15,20.3,10.6,,0.79,6.1,1.1,2.85,29.65,72.5,1.1,57.5,275.0,,-0.1,1.1,0.0,24.85
2022-09-11 11:00:00,2022-09-11 12:00:00,11.5,32.0,,,,,,0.87,7.0,1.1,2.05,30.9,72.0,1.2,,236.5,,-0.1,0.9,0.0,25.0
2022-09-11 12:00:00,2022-09-11 13:00:00,11.0,35.75,15.53,16.6,21.5,7.67,,0.8,7.02,1.25,3.12,30.5,71.75,1.15,70.0,144.75,,-0.1,0.97,0.0,25.17
2022-09-11 13:00:00,2022-09-11 14:00:00,10.5,33.5,14.18,18.15,21.15,7.0,,0.8,8.25,1.05,3.65,30.4,73.0,1.1,21.0,156.75,,-0.1,0.67,0.0,25.23
2022-09-11 14:00:00,2022-09-11 15:00:00,11.0,46.75,12.73,17.12,19.43,7.33,,0.76,8.25,0.95,3.23,30.35,69.75,1.05,,154.75,,-0.1,0.65,0.0,25.95
2022-09-11 15:00:00,2022-09-11 16:00:00,15.25,42.0,8.62,16.5,15.77,7.85,,0.77,10.15,0.25,3.7,30.38,74.0,0.75,71.0,101.0,,-0.1,0.7,0.0,25.57
2022-09-11 16:00:00,2022-09-11 17:00:00,9.75,29.25,3.33,10.4,8.25,7.72,,0.73,12.88,0.25,2.42,30.4,76.5,0.82,31.5,88.5,,-0.1,0.72,0.0,25.02
2022-09-11 17:00:00,2022-09-11 18:00:00,10.75,29.25,5.67,15.32,12.75,7.62,,0.86,11.85,0.68,2.83,30.38,76.5,0.78,4.0,38.75,,-0.1,0.6,0.0,24.93
2022-09-11 18:00:00,2022-09-11 19:00:00,15.0,35.25,5.0,11.6,10.25,7.97,,0.7,10.78,1.27,2.48,30.35,78.75,0.95,40.0,11.0,,-0.1,0.45,0.0,24.15
2022-09-11 19:00:00,2022-09-11 20:00:00,13.75,34.5,7.12,13.17,12.82,7.87,,0.74,10.47,1.32,2.4,30.45,76.25,1.6,,10.5,,-0.1,0.7,0.0,24.1
2022-09-11 20:00:00,2022-09-11 21:00:00,18.75,38.75,8.12,14.25,14.2,7.5,,0.74,9.67,0.5,2.12,30.45,76.0,1.48,,10.5,,-0.1,0.5,0.0,23.98
2022-09-11 21:00:00,2022-09-11 22:00:00,15.5,38.25,7.12,14.12,13.3,7.22,,0.75,9.03,1.0,2.35,30.42,76.75,1.18,,10.75,,-0.1,0.62,0.0,23.75
2022-09-11 22:00:00,2022-09-11 23:00:00,9.25,38.25,7.25,13.72,13.2,7.32,,0.75,8.32,0.45,2.0,30.35,78.75,1.22,,10.75,,-0.1,0.62,0.0,23.42
2022-09-11 23:00:00,2022-09-12 00:00:00,12.25,37.5,8.12,12.6,13.32,7.23,,0.72,7.52,0.4,2.08,30.4,78.75,1.35,,10.75,,-0.1,0.55,0.0,23.2
2022-09-12 00:00:00,2022-09-12 01:00:00,10.25,43.75,7.18,11.1,11.75,7.37,,0.73,8.4,0.0,2.85,30.4,79.0,1.2,,10.75,,-0.1,0.43,0.0,22.93
2022-09-12 01:00:00,2022-09-12 02:00:00,13.25,45.5,6.12,9.4,10.0,7.72,,0.74,7.17,0.23,2.17,30.4,80.0,1.23,22.5,10.75,,-0.1,0.68,0.0,22.65
2022-09-12 02:00:00,2022-09-12 03:00:00,17.5,35.0,6.15,9.45,10.02,7.55,,0.74,6.75,1.05,1.93,30.38,81.0,1.37,17.5,11.0,,-0.1,0.47,0.0,22.25
2022-09-12 03:00:00,2022-09-12 04:00:00,10.25,33.25,15.2,14.65,20.1,7.5,,0.76,5.9,0.8,2.73,30.62,80.25,1.25,33.67,10.75,,-0.1,0.5,0.0,22.1
2022-09-12 04:00:00,2022-09-12 05:00:00,12.25,29.75,6.75,11.18,11.38,6.9,,0.71,8.65,0.0,1.6,30.42,79.0,1.25,75.75,10.75,,-0.1,0.43,0.0,22.1
2022-09-12 05:00:00,2022-09-12 06:00:00,14.5,33.5,10.63,13.93,16.02,7.18,,0.76,7.1,0.0,0.4,30.38,79.5,1.08,103.25,11.25,,-0.1,0.47,0.0,21.95
2022-09-12 06:00:00,2022-09-12 07:00:00,12.5,34.5,13.65,16.65,19.95,7.5,,0.79,7.42,0.0,0.95,30.42,79.0,1.1,76.5,30.0,,-0.1,0.45,0.0,22.05
2022-09-12 07:00:00,2022-09-12 08:00:00,19.0,46.5,14.6,16.8,20.83,7.58,,0.77,6.35,0.23,2.08,30.38,78.0,0.92,58.5,82.0,,-0.1,0.45,0.0,22.45
2022-09-12 08:00:00,2022-09-12 09:00:00,14.0,32.0,9.03,13.4,14.45,7.65,,0.78,7.8,0.6,2.1,30.38,75.75,1.12,24.25,157.5,,-0.1,0.52,0.0,23.18
2022-09-12 09:00:00,2022-09-12 10:00:00,9.75,31.5,7.38,13.12,12.92,8.18,,0.76,9.15,1.0,2.6,30.42,74.25,1.25,15.5,273.25,,-0.1,0.62,0.0,23.95
2022-09-12 10:00:00,2022-09-12 11:00:00,14.25,39.25,10.25,14.2,15.95,8.97,,0.78,9.12,0.57,2.48,30.65,68.75,1.38,4.0,536.0,,-0.1,0.55,0.0,25.82
2022-09-12 11:00:00,2022-09-12 12:00:00,11.0,38.0,6.1,12.4,11.55,9.25,4.2,0.8,11.35,0.95,2.38,30.85,65.75,1.35,33.0,571.0,,-0.1,0.62,0.0,26.65
2022-09-12 12:00:00,2022-09-12 13:00:00,10.75,37.0,8.5,15.27,15.0,8.0,3.9,0.78,12.7,0.6,2.65,30.92,63.0,1.38,25.0,493.0,,-0.1,0.82,0.0,27.32
2022-09-12 13:00:00,2022-09-12 14:00:00,16.75,51.5,9.0,16.25,15.95,8.15,3.62,0.74,12.65,0.73,2.5,31.02,61.75,1.32,9.0,142.5,,-0.1,0.65,0.0,27.45
2022-09-12 14:00:00,2022-09-12 15:00:00,9.75,47.75,7.12,15.17,13.85,8.5,3.1,0.77,12.35,0.0,2.02,31.05,63.5,1.27,3.0,94.5,,-0.1,0.47,0.0,26.98
2022-09-12 15:00:00,2022-09-12 16:00:00,11.25,40.75,7.08,14.8,13.65,8.32,4.17,0.8,11.3,0.0,2.52,31.07,62.5,1.15,56.33,64.75,,-0.1,0.55,0.0,27.1
2022-09-12 16:00:00,2022-09-12 17:00:00,18.5,44.25,14.07,22.0,23.12,8.2,3.58,0.9,10.25,0.85,3.27,31.43,63.25,1.05,58.75,49.0,,-0.1,0.95,0.0,26.83
2022-09-12 17:00:00,2022-09-12 18:00:00,19.75,54.0,11.5,22.8,21.48,7.02,4.03,0.82,12.4,1.23,3.5,30.7,63.75,1.2,74.0,28.25,,-0.1,0.88,0.0,26.33
2022-09-12 18:00:00,2022-09-12 19:00:00,19.0,44.5,9.15,19.9,18.05,7.18,3.9,0.83,13.22,0.85,3.0,30.58,64.25,1.2,16.0,14.0,,-0.1,0.65,0.0,25.88
2022-09-12 19:00:00,2022-09-12 20:00:00,17.25,42.25,9.85,20.0,18.65,7.18,2.38,0.83,11.45,1.08,2.55,30.48,65.0,1.22,6.0,12.5,,-0.1,0.8,0.0,25.62
2022-09-12 20:00:00,2022-09-12 21:00:00,15.0,41.5,13.15,23.23,23.07,6.88,2.83,0.88,11.0,0.9,2.53,30.5,66.25,1.15,48.5,12.25,,-0.1,0.62,0.0,25.38
2022-09-12 21:00:00,2022-09-12 22:00:00,22.0,47.0,14.8,20.23,22.8,6.93,3.02,0.88,9.75,1.03,2.48,30.55,67.0,1.2,99.0,12.75,,-0.1,0.8,0.0,24.93
2022-09-12 22:00:00,2022-09-12 23:00:00,17.5,51.0,13.02,18.83,20.57,6.55,3.53,0.81,9.55,0.25,1.85,30.52,68.25,1.2,64.5,12.75,,-0.12,0.68,0.0,24.4
2022-09-12 23:00:00,2022-09-13 00:00:00,20.0,51.5,11.78,16.98,18.6,6.88,3.15,0.75,9.82,0.0,1.6,30.53,70.75,1.27,46.0,12.75,,-0.1,0.6,0.0,23.75
2022-09-13 00:00:00,2022-09-13 01:00:00,14.75,44.25,7.4,14.23,13.6,6.95,4.85,0.62,10.6,0.42,1.43,30.55,70.0,1.3,35.67,12.75,,-0.1,0.57,0.0,23.5
2022-09-13 01:00:00,2022-09-13 02:00:00,15.75,44.0,4.95,11.25,10.0,6.85,4.7,0.61,10.65,0.0,1.73,30.55,71.25,1.2,33.67,12.75,,-0.1,0.53,0.0,22.95
2022-09-13 02:00:00,2022-09-13 03:00:00,12.75,37.5,6.05,11.5,11.05,7.2,4.8,0.62,10.25,0.0,1.73,30.53,70.5,1.15,69.0,13.0,,-0.1,0.5,0.0,22.68
2022-09-13 03:00:00,2022-09-13 04:00:00,15.75,30.0,40.0,28.73,47.77,7.28,4.35,0.82,4.8,0.7,1.0,30.7,71.25,1.15,91.0,13.0,,-0.1,0.6,0.0,22.48
2022-09-13 04:00:00,2022-09-13 05:00:00,18.0,38.75,21.68,19.48,28.0,6.7,4.95,0.67,7.95,1.0,2.2,30.48,73.0,1.1,54.25,12.75,,-0.1,0.68,0.0,22.2
2022-09-13 05:00:00,2022-09-13 06:00:00,17.25,37.25,14.3,18.2,21.32,6.48,4.8,0.7,8.4,0.0,1.58,30.45,75.25,1.05,124.0,13.25,,-0.1,0.47,0.0,21.92
2022-09-13 06:00:00,2022-09-13 07:00:00,15.75,39.0,13.15,17.3,19.85,7.08,4.33,0.68,7.85,0.38,2.45,30.45,76.0,1.05,71.25,28.25,,-0.1,0.65,0.0,22.1
2022-09-13 07:00:00,2022-09-13 08:00:00,18.5,48.0,15.5,19.08,22.7,6.6,4.8,0.71,7.08,0.72,2.17,30.4,75.0,1.05,102.0,90.25,,-0.1,0.75,0.0,22.78
2022-09-13 08:00:00,2022-09-13 09:00:00,18.5,40.0,13.72,17.0,20.2,7.6,4.4,0.71,8.5,0.98,2.08,30.45,69.5,1.07,74.25,357.25,,-0.1,0.7,0.0,24.52
2022-09-13 09:00:00,2022-09-13 10:00:00,14.0,41.25,9.8,15.27,16.07,7.67,3.67,0.66,8.57,1.1,1.82,30.55,65.75,1.08,68.0,486.5,,-0.1,0.8,0.0,25.82
2022-09-13 10:00:00,2022-09-13 11:00:00,13.25,34.25,5.33,12.0,10.7,9.03,3.75,0.67,11.08,0.85,2.05,31.38,62.75,0.88,143.25,578.75,,-0.1,0.82,0.0,27.1
2022-09-13 11:00:00,2022-09-13 12:00:00,10.75,29.0,5.75,12.05,11.05,9.15,3.1,0.65,11.33,0.42,1.18,30.9,60.0,0.75,190.0,631.75,,-0.1,0.62,0.0,28.38
2022-09-13 12:00:00,2022-09-13 13:00:00,11.0,29.75,7.37,16.27,14.67,6.37,5.55,0.7,11.02,0.82,1.83,30.73,61.0,0.67,186.75,278.75,,-0.1,0.9,0.0,28.1
2022-09-13 13:00:00,2022-09-13 14:00:00,12.75,30.5,4.47,13.2,10.68,6.38,6.0,0.75,12.35,0.83,1.95,30.5,63.25,0.57,256.5,126.0,,-0.1,0.5,0.0,27.45
2022-09-13 14:00:00,2022-09-13 15:00:00,9.0,28.5,4.8,13.18,10.9,6.9,6.9,0.75,13.45,0.0,1.85,30.5,65.0,0.55,269.0,99.75,,-0.1,0.47,0.0,27.1
2022-09-13 15:00:00,2022-09-13 16:00:00,10.25,35.75,6.25,15.98,13.55,7.95,6.9,0.8,14.0,0.95,3.42,30.68,64.5,0.65,224.25,69.0,,-0.1,0.9,0.0,26.93
2022-09-13 16:00:00,2022-09-13 17:00:00,13.25,34.25,3.22,15.35,10.78,7.15,6.45,0.71,13.3,1.03,2.58,30.55,68.75,0.52,319.0,53.0,,-0.1,1.02,0.0,26.18
2022-09-13 17:00:00,2022-09-13 18:00:00,11.0,30.25,4.52,16.98,12.68,6.95,7.03,0.76,9.85,1.12,2.25,30.48,76.25,0.38,316.5,32.75,,-0.1,0.62,0.0,24.73
2022-09-13 18:00:00,2022-09-13 19:00:00,10.5,26.25,2.95,12.93,9.25,7.12,5.12,0.75,13.17,0.53,1.92,30.45,74.75,0.35,300.5,14.0,,-0.1,0.72,0.0,24.6
2022-09-13 19:00:00,2022-09-13 20:00:00,8.0,30.5,3.05,11.2,8.45,7.02,4.82,0.72,14.45,0.78,1.88,30.42,74.75,0.53,279.25,13.0,,-0.1,0.6,0.0,24.5
2022-09-13 20:00:00,2022-09-13 21:00:00,5.5,31.75,2.5,8.75,6.65,7.12,5.05,0.72,16.57,0.4,1.73,30.45,75.0,0.47,327.0,13.0,,-0.1,0.5,0.0,24.37
2022-09-13 21:00:00,2022-09-13 22:00:00,7.5,31.25,4.03,12.35,9.82,6.95,4.5,0.77,13.55,0.0,1.65,30.45,75.25,0.7,290.25,13.0,,-0.1,0.68,0.0,24.38
2022-09-13 22:00:00,2022-09-13 23:00:00,10.75,32.5,8.15,17.12,15.75,7.17,4.88,0.83,10.55,0.82,2.05,30.48,75.5,0.97,256.5,13.0,,-0.1,0.53,0.0,24.28
2022-09-13 23:00:00,2022-09-14 00:00:00,16.25,35.0,10.53,18.3,18.32,6.88,4.8,0.79,9.95,0.97,2.83,30.48,74.75,1.0,263.5,13.0,,-0.1,0.53,0.0,24.28
2022-09-14 00:00:00,2022-09-14 01:00:00,17.0,38.0,9.33,17.1,16.7,6.85,6.55,0.75,8.6,0.0,2.08,30.52,75.0,0.85,161.25,13.0,,-0.1,0.53,0.0,24.12
2022-09-14 01:00:00,2022-09-14 02:00:00,14.5,33.75,5.8,12.28,11.22,6.55,7.3,0.72,8.57,0.0,1.98,30.48,77.75,0.78,134.75,13.0,,-0.1,0.6,0.0,23.62
2022-09-14 02:00:00,2022-09-14 03:00:00,7.25,20.0,3.75,8.75,7.7,7.55,7.05,0.71,9.05,0.78,1.95,30.5,78.5,0.85,41.33,13.0,,-0.1,0.47,0.0,23.43
2022-09-14 03:00:00,2022-09-14 04:00:00,7.5,18.5,9.0,12.05,13.7,7.88,6.55,0.72,7.87,0.23,1.5,30.73,78.5,0.88,55.25,13.0,,-0.1,0.7,0.0,23.35
2022-09-14 04:00:00,2022-09-14 05:00:00,9.0,23.75,15.6,16.95,21.7,6.38,7.22,0.8,6.4,0.3,1.82,30.45,80.25,0.82,206.75,13.0,,-0.1,0.52,0.0,23.02
2022-09-14 05:00:00,2022-09-14 06:00:00,15.75,27.0,21.35,19.15,27.52,6.42,7.9,0.84,5.6,0.95,1.53,30.48,83.5,0.73,249.75,13.0,,-0.1,0.58,0.0,22.62
2022-09-14 06:00:00,2022-09-14 07:00:00,9.25,32.25,12.02,15.8,18.18,6.47,7.45,0.75,5.75,1.7,3.98,30.48,82.75,0.5,234.5,26.25,,-0.1,0.77,0.0,22.6
2022-09-14 07:00:00,2022-09-14 08:00:00,10.0,38.25,10.22,15.0,16.3,6.47,6.22,0.73,5.75,1.33,3.75,30.4,78.5,0.62,270.25,106.75,,-0.1,0.8,0.0,23.55
2022-09-14 08:00:00,2022-09-14 09:00:00,9.25,33.5,9.48,14.2,15.22,6.92,6.45,0.78,6.7,1.23,3.57,30.45,73.75,0.67,242.0,184.75,,-0.1,0.62,0.0,24.75
2022-09-14 09:00:00,2022-09-14 10:00:00,6.75,27.25,15.45,19.55,22.95,7.65,6.1,0.83,7.0,1.8,4.25,30.48,69.25,0.73,185.5,384.0,,-0.1,0.68,0.0,26.12
2022-09-14 10:00:00,2022-09-14 11:00:00,6.5,32.5,12.35,18.75,20.02,8.28,6.35,0.73,8.85,2.15,5.67,30.75,62.75,0.85,164.25,571.75,,-0.1,0.92,0.0,27.45
2022-09-14 11:00:00,2022-09-14 12:00:00,9.0,36.25,8.7,15.9,15.5,8.8,6.7,0.78,9.2,0.55,3.4,30.8,61.0,0.7,223.75,449.25,,-0.1,0.68,0.0,28.2
2022-09-14 12:00:00,2022-09-14 13:00:00,13.0,33.0,8.2,18.77,16.6,5.9,7.6,0.77,9.32,1.3,2.7,30.75,62.0,0.5,175.75,205.75,,-0.1,0.68,0.0,27.83
2022-09-14 13:00:00,2022-09-14 14:00:00,13.25,28.0,4.45,12.85,10.47,6.15,8.68,0.71,10.25,0.62,2.6,30.45,61.5,0.5,256.0,154.5,,-0.1,0.62,0.0,28.08
2022-09-14 14:00:00,2022-09-14 15:00:00,4.75,24.5,5.02,13.05,11.03,6.42,8.95,0.72,8.1,0.4,1.75,30.75,69.5,0.38,158.25,86.75,,-0.1,0.6,0.0,26.65
2022-09-14 15:00:00,2022-09-14 16:00:00,7.25,42.75,4.62,12.52,10.43,7.47,8.15,0.79,8.08,0.5,1.6,30.95,82.5,0.6,294.5,54.25,,-0.1,0.68,0.25,23.73
2022-09-14 16:00:00,2022-09-14 17:00:00,16.0,74.25,5.65,14.88,12.47,7.47,7.62,0.83,8.0,0.0,1.3,31.1,86.75,0.43,324.0,33.75,,-0.1,0.53,0.12,22.63
2022-09-14 17:00:00,2022-09-14 18:00:00,19.25,95.75,16.62,24.95,26.8,7.75,8.88,0.96,5.28,0.25,1.95,30.9,87.25,0.35,306.75,22.0,,-0.1,1.0,0.12,22.88
2022-09-14 18:00:00,2022-09-14 19:00:00,40.75,151.0,22.67,27.8,33.23,7.97,5.62,1.09,6.15,0.33,1.82,30.85,88.0,0.43,294.75,9.75,,-0.1,0.75,0.12,22.93
2022-09-14 19:00:00,2022-09-14 20:00:00,44.0,86.5,35.97,34.2,47.42,6.75,5.25,1.04,8.0,2.1,6.08,31.1,88.25,0.88,149.25,10.5,,-0.2,1.2,2.12,21.82
2022-09-14 20:00:00,2022-09-14 21:00:00,29.75,38.75,53.38,37.88,63.53,6.25,6.5,1.31,5.33,2.88,8.72,30.12,89.0,0.35,167.75,10.0,,-0.2,1.32,0.0,22.0
2022-09-14 21:00:00,2022-09-14 22:00:00,28.0,42.5,32.73,28.3,41.67,6.75,5.2,0.95,4.92,2.52,6.8,31.55,88.75,0.33,268.67,10.75,,-0.2,1.73,0.0,22.43
2022-09-14 22:00:00,2022-09-14 23:00:00,17.75,38.0,29.58,26.05,37.9,6.05,6.1,0.89,3.78,2.23,5.38,29.55,87.5,0.3,120.0,10.25,,-0.1,1.12,0.0,22.6
2022-09-14 23:00:00,2022-09-15 00:00:00,20.5,35.5,11.52,14.1,16.88,7.23,4.5,0.76,6.12,1.3,5.22,30.67,88.25,0.35,133.0,9.75,,-0.1,0.95,0.0,22.75
2022-09-15 00:00:00,2022-09-15 01:00:00,15.5,30.75,9.78,16.05,16.48,7.75,4.07,0.82,7.5,1.77,3.75,32.48,88.75,0.68,260.5,10.25,,-0.1,0.9,1.0,23.05
2022-09-15 01:00:00,2022-09-15 02:00:00,23.0,39.0,4.93,7.9,8.18,7.57,,0.64,9.25,0.62,2.1,32.98,89.0,1.05,111.25,11.25,,-0.2,0.72,10.88,21.62
2022-09-15 02:00:00,2022-09-15 03:00:00,6.0,22.0,10.15,10.3,13.75,7.78,,0.7,7.1,0.0,1.3,33.03,89.0,0.98,100.5,10.5,,-0.2,0.68,0.38,21.62
2022-09-15 03:00:00,2022-09-15 04:00:00,6.0,20.0,7.58,7.8,10.32,8.65,,0.67,6.33,0.0,1.2,33.17,89.0,0.85,102.5,10.25,,-0.2,0.6,0.0,21.72
2022-09-15 04:00:00,2022-09-15 05:00:00,7.25,17.5,10.1,9.95,13.5,7.33,,0.72,5.6,0.0,1.2,32.65,89.0,0.9,112.0,10.25,,-0.12,0.62,0.0,21.8
2022-09-15 05:00:00,2022-09-15 06:00:00,14.0,27.25,22.85,16.9,27.55,6.43,,0.78,5.2,0.0,2.02,31.88,88.75,0.82,135.5,9.25,,-0.1,0.62,0.0,21.85
2022-09-15 06:00:00,2022-09-15 07:00:00,22.0,26.75,22.35,20.18,28.88,6.0,,0.77,4.9,0.75,3.08,30.23,86.25,0.65,147.0,13.25,,-0.1,0.7,0.0,21.88
2022-09-15 07:00:00,2022-09-15 08:00:00,20.75,36.0,33.9,23.07,39.88,5.47,,0.84,4.03,2.38,5.25,29.57,82.75,0.7,165.5,34.75,,-0.1,0.9,0.0,22.23
2022-09-15 08:00:00,2022-09-15 09:00:00,25.0,46.75,25.42,19.27,31.0,6.22,,0.8,4.12,2.3,6.3,29.45,80.25,0.45,259.75,66.75,,-0.1,0.97,0.0,22.75
2022-09-15 09:00:00,2022-09-15 10:00:00,21.0,40.5,18.7,16.68,24.1,6.97,5.77,0.73,3.5,1.9,5.42,29.48,78.0,0.5,223.0,83.75,,-0.1,0.93,0.0,23.15
2022-09-15 10:00:00,2022-09-15 11:00:00,16.5,34.5,12.32,14.98,17.98,8.03,4.85,0.69,3.83,1.9,4.53,29.62,76.25,0.4,253.0,142.25,,-0.1,0.68,0.0,23.85
2022-09-15 11:00:00,2022-09-15 12:00:00,11.0,37.75,11.9,13.7,16.95,8.2,5.0,0.82,3.6,1.42,4.65,30.53,74.25,0.57,110.75,221.75,,-0.1,0.82,0.0,25.0
2022-09-15 12:00:00,2022-09-15 13:00:00,12.25,55.75,11.0,12.6,15.67,6.97,3.8,0.72,5.28,1.7,5.25,30.73,71.75,0.75,169.5,259.25,,-0.1,1.18,0.0,25.28
2022-09-15 13:00:00,2022-09-15 14:00:00,23.5,107.5,7.42,10.45,11.6,7.05,4.2,0.73,6.22,1.62,2.98,30.88,71.5,0.55,190.67,183.75,,-0.1,0.73,0.0,25.62
2022-09-15 14:00:00,2022-09-15 15:00:00,19.0,67.0,8.23,10.3,12.13,7.17,3.97,0.72,8.4,0.63,2.17,31.4,71.33,0.63,166.33,145.0,,-0.1,0.6,0.0,25.5
2022-09-15 15:00:00,2022-09-15 16:00:00,17.5,64.25,6.9,9.88,10.87,7.95,4.1,0.75,8.1,0.55,2.83,31.85,72.25,0.53,147.25,108.25,,-0.1,1.2,0.0,25.45
2022-09-15 16:00:00,2022-09-15 17:00:00,25.0,117.25,9.0,12.9,14.2,8.2,3.93,0.83,7.25,0.25,3.1,31.23,73.75,0.42,139.0,60.0,,-0.1,1.03,0.0,25.67
2022-09-15 17:00:00,2022-09-15 18:00:00,29.0,167.5,5.45,10.7,10.12,6.55,4.33,0.65,8.43,1.1,3.67,30.73,77.5,0.3,48.0,26.5,,-0.1,0.78,0.0,24.58
2022-09-15 18:00:00,2022-09-15 19:00:00,36.25,208.25,13.68,20.75,22.18,7.65,4.38,0.93,6.83,1.48,3.67,30.45,80.75,0.42,153.75,12.75,,-0.1,0.95,0.0,23.6
2022-09-15 19:00:00,2022-09-15 20:00:00,22.0,64.5,11.48,18.55,19.2,7.15,4.5,0.85,6.47,2.4,5.6,30.3,82.25,0.4,261.75,13.0,,-0.1,0.72,0.0,23.35
2022-09-15 20:00:00,2022-09-15 21:00:00,19.5,33.0,8.82,17.3,16.38,7.12,4.9,0.84,7.45,1.35,4.45,30.3,83.0,0.35,275.25,13.0,,-0.1,0.65,0.0,23.02
2022-09-15 21:00:00,2022-09-15 22:00:00,14.75,29.5,15.35,21.8,24.05,7.3,5.3,1.0,4.95,2.1,9.38,30.3,79.5,0.43,201.25,12.25,,-0.1,1.38,0.0,23.52
2022-09-15 22:00:00,2022-09-15 23:00:00,20.25,40.5,9.23,17.12,16.6,6.47,4.7,0.77,7.43,1.93,6.0,30.3,78.75,0.57,164.25,11.75,,-0.1,0.8,0.0,23.3
2022-09-15 23:00:00,2022-09-16 00:00:00,11.5,25.75,10.43,16.4,17.2,6.3,4.62,0.77,7.65,0.68,3.98,30.33,77.0,0.77,109.25,11.0,,-0.1,0.73,0.0,23.45
2022-09-16 00:00:00,2022-09-16 01:00:00,9.25,26.25,8.03,11.88,12.85,6.62,3.92,0.65,7.92,0.42,2.85,30.35,76.75,0.85,125.0,11.0,,-0.1,0.5,0.0,23.32
2022-09-16 01:00:00,2022-09-16 02:00:00,6.75,13.25,7.1,10.15,11.18,6.3,3.88,0.64,7.47,0.0,2.5,30.3,78.25,0.7,35.5,11.0,,-0.1,0.6,0.0,23.1
2022-09-16 02:00:00,2022-09-16 03:00:00,7.25,16.5,4.25,6.6,6.95,7.3,3.62,0.64,8.2,0.23,1.8,30.38,80.5,0.73,62.25,11.5,,-0.1,0.47,0.0,22.75
2022-09-16 03:00:00,2022-09-16 04:00:00,10.0,14.5,6.6,7.88,9.57,7.13,3.77,0.65,7.63,0.17,1.88,30.65,80.25,0.9,53.25,11.25,,-0.1,0.45,0.0,22.7
2022-09-16 04:00:00,2022-09-16 05:00:00,9.75,19.25,15.05,12.9,19.05,6.83,3.28,0.8,6.58,0.17,1.85,30.33,80.5,1.05,99.5,11.0,,-0.1,0.5,0.0,22.62
2022-09-16 05:00:00,2022-09-16 06:00:00,17.5,39.25,18.93,15.25,23.52,6.88,3.83,0.78,6.68,0.0,1.77,30.27,77.75,1.12,88.25,11.25,,-0.1,0.47,0.0,22.73
2022-09-16 06:00:00,2022-09-16 07:00:00,19.25,43.25,31.75,20.43,36.62,7.42,4.15,0.78,5.15,0.82,1.55,30.33,78.75,1.18,92.75,26.0,,-0.1,0.57,0.0,22.63
