REF_DATE,GEO,Type of crop,Average farm price (dollars per tonne),Average yield (kilograms per hectare),Production (metric tonnes),Seeded area (acres),Seeded area (hectares),Total farm value (dollars)
1944,NB,"Wheat, all",45.0,1305.0,1500.0,2800.0,1150.0,68
1944,NS,Barley,42.0,1555.0,5050.0,8000.0,3250.0,213
1944,NS,Corn for silage,0.0,0.0,0.0,0.0,0.0,0
1944,NS,Mixed grains,42.0,1675.0,3350.0,5000.0,2000.0,140
1944,NS,Oats,45.0,1485.0,40050.0,66600.0,26950.0,1792
1944,NS,"Rye, all",0.0,0.0,0.0,0.0,0.0,0
1944,NS,Tame hay,1.7,3370.0,590000.0,433000.0,175000.0,10030
1944,NS,"Wheat, all",41.0,1365.0,750.0,1400.0,550.0,31
1944,ON,Barley,32.0,1820.0,230300.0,313000.0,126700.0,7405
1944,ON,"Beans, all dry (white and coloured)",92.0,940.0,31400.0,82500.0,33400.0,2888
1944,ON,Buckwheat,36.0,1270.0,67800.0,132000.0,53400.0,2430
1944,ON,Corn for grain,39.0,2870.0,287000.0,246000.0,100000.0,11203
1944,ON,Corn for silage,0.39,22610.0,2758000.0,301000.0,122000.0,10640
1944,ON,Flaxseed,94.0,635.0,6050.0,23600.0,9550.0,571
1944,ON,Mixed grains,28.0,2090.0,801100.0,948000.0,383600.0,22371
1944,ON,Oats,36.0,1480.0,985700.0,1643000.0,664900.0,35152
1944,ON,"Peas, dry",101.0,1125.0,5750.0,12600.0,5100.0,583
1944,ON,"Rye, all",36.0,1200.0,30900.0,63700.0,25800.0,1107
1944,ON,Soybeans,74.0,1270.0,18400.0,35800.0,14500.0,1354
1944,ON,Sugar beets,1.37,20200.0,119100.0,14473.0,5900.0,1634
1944,ON,Tame hay,1.17,3870.0,5404000.0,3453000.0,1397000.0,63374
1944,ON,"Wheat, all",41.0,2065.0,549000.0,656200.0,265800.0,22386
1944,ON,"Wheat, spring",41.0,1375.0,19000.0,34200.0,13800.0,775
1944,ON,"Wheat, winter remaining",41.0,2105.0,530000.0,,,21611
1944,PP,Barley,35.0,1420.0,3756000.0,6535000.0,2645000.0,129876
1944,PP,Canola (rapeseed),0.0,650.0,2800.0,10800.0,4300.0,0
1944,PP,Corn for silage,0.64,8700.0,87000.0,24800.0,10000.0,558
1944,PP,Flaxseed,99.0,455.0,219000.0,1191000.0,482000.0,21741
1944,PP,Mixed grains,28.0,1635.0,43800.0,66200.0,26800.0,1240
1944,PP,Oats,34.0,1375.0,5411000.0,9731000.0,3938000.0,181907
1944,PP,"Peas, dry",82.0,875.0,11700.0,33200.0,13400.0,962
1944,PP,"Rye, all",38.0,780.0,183000.0,581000.0,235200.0,6946
1944,PP,Sugar beets,1.17,24700.0,379800.0,37848.0,15400.0,4454
1944,PP,Tame hay,0.96,3790.0,2612000.0,1706000.0,690000.0,25118
1944,PP,"Wheat, all",46.0,1205.0,10661000.0,21900000.0,8863000.0,488142
1944,PEI,Barley,39.0,1600.0,5600.0,8600.0,3500.0,217
1944,PEI,Corn for silage,0.0,0.0,0.0,0.0,0.0,0
1944,PEI,Mixed grains,28.0,1765.0,30400.0,42500.0,17200.0,863
1944,PEI,Oats,37.0,1450.0,69750.0,119000.0,48150.0,2578
1944,PEI,Tame hay,1.41,4280.0,402000.0,233000.0,94000.0,5653
1944,PEI,"Wheat, all",39.0,1500.0,1800.0,3000.0,1200.0,71
1944,QU,Barley,38.0,1275.0,54700.0,106000.0,42900.0,2085
1944,QU,"Beans, all dry (white and coloured)",119.0,1070.0,1500.0,3400.0,1400.0,179
1944,QU,Buckwheat,41.0,975.0,25450.0,64600.0,26100.0,1052
1944,QU,Corn for grain,0.0,0.0,0.0,0.0,0.0,0
1944,QU,Corn for silage,0.58,20110.0,557000.0,68400.0,27700.0,3236
1944,QU,Flaxseed,0.0,0.0,0.0,0.0,0.0,0
1944,QU,Mixed grains,37.0,1385.0,116200.0,207000.0,83800.0,4270
1944,QU,Oats,42.0,1005.0,639200.0,1570000.0,635400.0,26527
1944,QU,"Peas, dry",116.0,1010.0,4450.0,10900.0,4400.0,518
1944,QU,"Rye, all",37.0,1000.0,1500.0,3600.0,1500.0,56
1944,QU,Sugar beets,1.32,13400.0,14800.0,2700.0,1100.0,195
1944,QU,Tame hay,1.72,3050.0,5005000.0,4056500.0,1642000.0,85845
1944,QU,"Wheat, all",40.0,1270.0,8500.0,16600.0,6700.0,343
1944,SK,Barley,34.0,1435.0,1568000.0,2698000.0,1092000.0,54000
1944,SK,Canola (rapeseed),0.0,475.0,900.0,4800.0,1900.0,0
1944,SK,Corn for silage,0.61,654.0,17000.0,6500.0,2600.0,104
1944,SK,Flaxseed,99.0,425.0,153700.0,890000.0,360000.0,15246
1944,SK,Mixed grains,29.0,1980.0,9700.0,12000.0,4900.0,280
1944,SK,Oats,34.0,1345.0,2822000.0,5194000.0,2102000.0,95160
1944,SK,"Peas, dry",73.0,1030.0,1650.0,4000.0,1600.0,120
1944,SK,"Rye, all",38.0,760.0,122300.0,398000.0,161000.0,4608
1944,SK,"Rye, fall remaining",38.0,720.0,69000.0,,,2592
1944,SK,"Rye, spring",38.0,820.0,53300.0,161000.0,65000.0,2016
1944,SK,Sunflower seed,0.0,540.0,1300.0,6000.0,2400.0,0
1944,SK,Tame hay,0.91,3760.0,751000.0,486000.0,200000.0,6856
1944,SK,"Wheat, all",46.0,1235.0,6589000.0,13200000.0,5342000.0,302625
1945,AB,Barley,29.0,975.0,771000.0,1958000.0,792000.0,22656
1945,AB,Corn for silage,0.56,12500.0,5000.0,1100.0,400.0,28
1945,AB,Flaxseed,98.0,390.0,15500.0,98000.0,40000.0,1519
1945,AB,Mixed grains,31.0,1110.0,17000.0,37900.0,15300.0,525
1945,AB,Oats,32.0,870.0,1095000.0,3114000.0,1260000.0,34790
1945,AB,"Peas, dry",94.0,670.0,6700.0,24700.0,10000.0,630
1945,AB,"Rye, all",63.0,710.0,39800.0,136500.0,56000.0,2514
1945,AB,"Rye, fall remaining",63.0,910.0,31000.0,,,1950
1945,AB,"Rye, spring",64.0,400.0,8800.0,53500.0,22000.0,564
1945,AB,Sugar beets,1.17,26700.0,329000.0,30344.0,12300.0,3833
1945,AB,Sunflower seed,0.0,0.0,0.0,0.0,0.0,0
1945,AB,Tame hay,1.35,3090.0,1080000.0,861000.0,350000.0,14527
1945,AB,"Wheat, all",60.0,865.0,2387000.0,6800000.0,2752000.0,142074
1945,BC,Barley,34.0,1700.0,13100.0,19000.0,7700.0,445
1945,BC,Corn for silage,0.71,23890.0,43000.0,4500.0,1800.0,306
1945,BC,Flaxseed,112.0,815.0,650.0,2000.0,800.0,73
1945,BC,Mixed grains,33.0,1800.0,1350.0,1800.0,750.0,45
1945,BC,Oats,34.0,1720.0,63300.0,91000.0,36800.0,2134
1945,BC,"Peas, dry",87.0,1305.0,3650.0,6900.0,2800.0,317
1945,BC,"Rye, all",48.0,1500.0,600.0,1100.0,400.0,29
1945,BC,Tame hay,2.11,5100.0,638000.0,309000.0,125000.0,13467
1945,BC,"Wheat, all",61.0,1615.0,69200.0,106000.0,42900.0,4223
1945,CA,Barley,31.0,1155.0,3239450.0,6944200.0,2810300.0,99264
1945,CA,"Beans, all dry (white and coloured)",93.0,880.0,29850.0,84000.0,34000.0,2788
1945,CA,Buckwheat,39.0,1080.0,93800.0,214900.0,87000.0,3680
1945,CA,Canola (rapeseed),0.0,760.0,3800.0,12500.0,5000.0,0
1945,CA,Corn for grain,41.0,2755.0,269800.0,243000.0,98000.0,11054
1945,CA,Corn for silage,0.45,16890.0,2781000.0,406700.0,164700.0,12523
1945,CA,Flaxseed,98.0,445.0,158200.0,873200.0,354200.0,15575
1945,CA,Mixed grains,31.0,1685.0,824500.0,1208000.0,488800.0,25890
1945,CA,Oats,35.0,1015.0,5417100.0,13209800.0,5346000.0,187167
1945,CA,"Peas, dry",101.0,1040.0,36250.0,86000.0,34850.0,3655
1945,CA,"Rye, all",58.0,745.0,148900.0,491900.0,200200.0,8689
1945,CA,"Rye, fall remaining",56.0,805.0,105000.0,,,5870
1945,CA,"Rye, spring",64.0,630.0,43900.0,171500.0,69800.0,2819
1945,CA,Soybeans,70.0,1230.0,22900.0,46200.0,18600.0,1604
1945,CA,Sugar beets,1.17,23300.0,561300.0,59283.0,24100.0,6567
1945,CA,Sunflower seed,0.0,380.0,1400.0,9200.0,3700.0,0
1945,CA,Tame hay,1.34,4020.0,17493000.0,10751500.0,4351000.0,235194
1945,CA,"Wheat, all",59.0,915.0,8609550.0,23198200.0,9387700.0,508426
1945,MA,Barley,31.0,1320.0,1069000.0,2003000.0,811000.0,33388
1945,MA,Buckwheat,51.0,715.0,1500.0,5300.0,2100.0,77
1945,MA,Canola (rapeseed),0.0,440.0,700.0,4000.0,1600.0,0
1945,MA,Corn for grain,39.0,950.0,3800.0,10000.0,4000.0,150
1945,MA,Corn for silage,0.7,4430.0,39000.0,21700.0,8800.0,272
1945,MA,Flaxseed,99.0,680.0,54900.0,200000.0,81000.0,5422
1945,MA,Mixed grains,29.0,1260.0,8300.0,16300.0,6600.0,237
1945,MA,Oats,33.0,1225.0,791000.0,1598000.0,647000.0,26163
1945,MA,"Peas, dry",92.0,1400.0,8550.0,15000.0,6100.0,784
1945,MA,"Rye, all",65.0,870.0,9400.0,26000.0,10800.0,614
1945,MA,"Rye, fall remaining",65.0,875.0,7000.0,,,458
1945,MA,"Rye, spring",65.0,855.0,2400.0,7000.0,2800.0,156
1945,MA,Sugar beets,0.94,18600.0,74500.0,9827.0,4000.0,702
1945,MA,Sunflower seed,0.0,355.0,1200.0,8500.0,3400.0,0
1945,MA,Tame hay,0.89,4450.0,578000.0,333000.0,130000.0,5153
1945,MA,"Wheat, all",61.0,1295.0,1056000.0,2020000.0,817000.0,64796
1945,MP,Barley,43.0,1435.0,15950.0,27400.0,11100.0,692
1945,MP,Mixed grains,31.0,1845.0,37350.0,50000.0,20250.0,1162
1945,MP,Oats,43.0,1250.0,188700.0,372800.0,150900.0,8118
1945,MP,Tame hay,1.53,3810.0,1912000.0,1242000.0,502000.0,29233
1945,MP,"Wheat, all",43.0,1205.0,2650.0,5400.0,2200.0,113
1945,NB,Barley,46.0,1500.0,7500.0,12300.0,5000.0,344
1945,NB,Buckwheat,50.0,1180.0,5300.0,11100.0,4500.0,264
1945,NB,Corn for silage,0.0,0.0,0.0,0.0,0.0,0
1945,NB,Mixed grains,34.0,1600.0,2000.0,3100.0,1250.0,68
1945,NB,Oats,44.0,1220.0,95250.0,193000.0,78100.0,4200
1945,NB,Tame hay,1.61,3590.0,840000.0,579000.0,234000.0,13501
1945,NB,"Wheat, all",47.0,1110.0,1000.0,2200.0,900.0,47
1945,NS,Barley,44.0,1190.0,3450.0,7200.0,2900.0,153
1945,NS,Corn for silage,0.0,0.0,0.0,0.0,0.0,0
1945,NS,Mixed grains,40.0,1305.0,2350.0,4400.0,1800.0,93
1945,NS,Oats,47.0,1065.0,28400.0,65800.0,26650.0,1345
1945,NS,"Rye, all",0.0,0.0,0.0,0.0,0.0,0
1945,NS,Tame hay,1.61,4040.0,707000.0,433000.0,175000.0,11358
1945,NS,"Wheat, all",42.0,1110.0,500.0,1100.0,450.0,21
1945,ON,Barley,34.0,1655.0,191100.0,285000.0,115300.0,6408
1945,ON,"Beans, all dry (white and coloured)",92.0,875.0,28800.0,81500.0,33000.0,2650
1945,ON,Buckwheat,36.0,1070.0,60650.0,140000.0,56700.0,2201
1945,ON,Corn for grain,41.0,2830.0,266000.0,233000.0,94000.0,10904
1945,ON,Corn for silage,0.39,17240.0,2103000.0,301000.0,122000.0,8113
1945,ON,Flaxseed,90.0,620.0,5850.0,23200.0,9400.0,529
1945,ON,Mixed grains,30.0,1790.0,653600.0,902000.0,365000.0,19853
1945,ON,Oats,38.0,1350.0,776900.0,1423000.0,575900.0,29217
1945,ON,"Peas, dry",110.0,1025.0,9000.0,21800.0,8800.0,993
1945,ON,"Rye, all",39.0,1165.0,31100.0,66100.0,26700.0,1211
1945,ON,Soybeans,70.0,1230.0,22900.0,46000.0,18600.0,1600
1945,ON,Sugar beets,1.29,20700.0,148900.0,17687.0,7200.0,1914
1945,ON,Tame hay,1.24,4760.0,6722000.0,3490000.0,1412000.0,83395
1945,ON,"Wheat, all",41.0,1975.0,513800.0,644000.0,260400.0,21287
1945,ON,"Wheat, spring",40.0,1330.0,17800.0,33000.0,13400.0,712
1945,ON,"Wheat, winter remaining",41.0,2010.0,496000.0,,,20575
1945,PP,Barley,30.0,1130.0,2974000.0,6516000.0,2637000.0,89909
1945,PP,Canola (rapeseed),0.0,760.0,3800.0,12500.0,5000.0,0
1945,PP,Corn for silage,0.67,5220.0,59000.0,28000.0,11300.0,396
1945,PP,Flaxseed,99.0,440.0,151700.0,848000.0,344000.0,14973
1945,PP,Mixed grains,31.0,1135.0,29400.0,64200.0,25900.0,903
1945,PP,Oats,32.0,970.0,3845000.0,9785000.0,3960000.0,124453
1945,PP,"Peas, dry",96.0,1040.0,20400.0,48300.0,19600.0,1949
1945,PP,"Rye, all",64.0,675.0,115900.0,421500.0,171800.0,7398
1945,PP,Sugar beets,1.12,24700.0,403500.0,40171.0,16300.0,4535
1945,PP,Tame hay,1.17,3430.0,2296000.0,1654000.0,670000.0,26874
1945,PP,"Wheat, all",60.0,885.0,8018000.0,22430000.0,9077000.0,482554
1945,PEI,Barley,39.0,1565.0,5000.0,7900.0,3200.0,195
1945,PEI,Corn for silage,0.0,0.0,0.0,0.0,0.0,0
1945,PEI,Mixed grains,30.0,1920.0,33000.0,42500.0,17200.0,1001
1945,PEI,Oats,40.0,1410.0,65050.0,114000.0,46150.0,2573
1945,PEI,Tame hay,1.2,3920.0,365000.0,230000.0,93000.0,4374
1945,PEI,"Wheat, all",39.0,1355.0,1150.0,2100.0,850.0,45
1945,QU,Barley,40.0,1155.0,45300.0,96800.0,39200.0,1810
1945,QU,"Beans, all dry (white and coloured)",131.0,1050.0,1050.0,2500.0,1000.0,138
1945,QU,Buckwheat,43.0,1110.0,26350.0,58500.0,23700.0,1138
1945,QU,Corn for grain,0.0,0.0,0.0,0.0,0.0,0
1945,QU,Corn for silage,0.64,19460.0,576000.0,73200.0,29600.0,3708
1945,QU,Flaxseed,0.0,0.0,0.0,0.0,0.0,0
1945,QU,Mixed grains,38.0,1335.0,102800.0,190000.0,76900.0,3927
1945,QU,Oats,43.0,875.0,543200.0,1538000.0,622400.0,23245
1945,QU,"Peas, dry",124.0,875.0,3200.0,9000.0,3650.0,396
1945,QU,"Rye, all",39.0,1000.0,1300.0,3200.0,1300.0,51
1945,QU,Sugar beets,1.33,14800.0,8900.0,1425.0,600.0,118
1945,QU,Tame hay,1.39,3610.0,5925000.0,4056500.0,1642000.0,82225
1945,QU,"Wheat, all",42.0,1135.0,5900.0,12800.0,5200.0,249
1945,SK,Barley,30.0,1095.0,1134000.0,2555000.0,1034000.0,33865
1945,SK,Canola (rapeseed),0.0,910.0,3100.0,8500.0,3400.0,0
1945,SK,Corn for silage,0.64,714.0,15000.0,5200.0,2100.0,96
1945,SK,Flaxseed,99.0,365.0,81300.0,550000.0,223000.0,8032
1945,SK,Mixed grains,34.0,1025.0,4100.0,10000.0,4000.0,141
1945,SK,Oats,32.0,955.0,1959000.0,5073000.0,2053000.0,63500
1945,SK,"Peas, dry",104.0,1470.0,5150.0,8600.0,3500.0,535
1945,SK,"Rye, all",64.0,635.0,66700.0,259000.0,105000.0,4270
1945,SK,"Rye, fall remaining",64.0,565.0,34000.0,,,2171
1945,SK,"Rye, spring",64.0,725.0,32700.0,111000.0,45000.0,2099
1945,SK,Sunflower seed,0.0,665.0,200.0,700.0,300.0,0
1945,SK,Tame hay,1.13,3360.0,638000.0,460000.0,190000.0,7194
1945,SK,"Wheat, all",60.0,830.0,4575000.0,13610000.0,5508000.0,275684
1946,AB,Barley,34.0,1445.0,1045000.0,1783000.0,722000.0,36000
1946,AB,Corn for silage,0.6,10000.0,3000.0,700.0,300.0,18
1946,AB,Flaxseed,117.0,540.0,17300.0,80000.0,32000.0,2026
1946,AB,Mixed grains,31.0,1455.0,15000.0,25400.0,10300.0,464
1946,AB,Oats,35.0,1340.0,1496000.0,2755000.0,1115000.0,52380
1946,AB,"Peas, dry",110.0,1110.0,8550.0,19000.0,7700.0,942
1946,AB,"Rye, all",93.0,855.0,74300.0,215000.0,87000.0,6885
1946,AB,"Rye, fall remaining",93.0,935.0,59000.0,,,5476
1946,AB,"Rye, spring",92.0,640.0,15300.0,59000.0,24000.0,1409
1946,AB,Sugar beets,1.34,29300.0,351300.0,29564.0,12000.0,4713
1946,AB,Sunflower seed,0.0,0.0,0.0,0.0,0.0,0
1946,AB,Tame hay,1.29,3910.0,1367000.0,873000.0,350000.0,17603
1946,AB,"Wheat, all",58.0,1225.0,3456000.0,6983000.0,2826000.0,201930
1946,BC,Barley,39.0,2045.0,14100.0,17000.0,6900.0,552
1946,BC,Corn for silage,0.72,22780.0,41000.0,4400.0,1800.0,297
1946,BC,Flaxseed,118.0,865.0,650.0,1900.0,750.0,77
1946,BC,Mixed grains,34.0,2250.0,1800.0,2000.0,800.0,61
1946,BC,Oats,36.0,2090.0,79400.0,93800.0,38000.0,2832
1946,BC,"Peas, dry",93.0,1710.0,5650.0,8200.0,3300.0,524
1946,BC,"Rye, all",74.0,1335.0,800.0,1400.0,600.0,59
1946,BC,Tame hay,2.13,5410.0,644000.0,294000.0,119000.0,13707
1946,BC,"Wheat, all",59.0,1920.0,83800.0,108000.0,43700.0,4956
1946,CA,Barley,35.0,1275.0,3197300.0,6185700.0,2503950.0,112963
1946,CA,"Beans, all dry (white and coloured)",110.0,1160.0,37150.0,79000.0,32000.0,4082
1946,CA,Buckwheat,45.0,1215.0,86150.0,175500.0,71000.0,3853
1946,CA,Canola (rapeseed),0.0,620.0,5900.0,23500.0,9500.0,0
1946,CA,Corn for grain,42.0,2670.0,279800.0,259700.0,104700.0,11635
1946,CA,Corn for silage,0.46,19220.0,3015000.0,388400.0,156900.0,13777
1946,CA,Flaxseed,118.0,480.0,172100.0,885900.0,357450.0,20283
1946,CA,Mixed grains,32.0,2065.0,972000.0,1163900.0,470950.0,31475
1946,CA,Oats,37.0,1165.0,5564900.0,11781500.0,4768100.0,207429
1946,CA,"Peas, dry",106.0,1280.0,55650.0,107300.0,43400.0,5881
1946,CA,"Rye, all",88.0,765.0,220500.0,710700.0,287900.0,19541
1946,CA,"Rye, fall remaining",88.0,805.0,159300.0,,,14029
1946,CA,"Rye, spring",90.0,685.0,61200.0,219900.0,89400.0,5512
1946,CA,Soybeans,81.0,1215.0,29200.0,59200.0,24000.0,2369
1946,CA,Sugar beets,1.38,24700.0,667500.0,66619.0,27000.0,9196
1946,CA,Sunflower seed,0.0,635.0,5900.0,23000.0,9300.0,0
1946,CA,Tame hay,1.42,3390.0,14406000.0,10499500.0,4251000.0,204653
1946,CA,"Wheat, all",59.0,1135.0,11200950.0,24375700.0,9863600.0,660108
1946,MA,Barley,36.0,1360.0,930000.0,1687000.0,683000.0,33306
1946,MA,Buckwheat,58.0,835.0,1500.0,4500.0,1800.0,87
1946,MA,Canola (rapeseed),0.0,500.0,500.0,2500.0,1000.0,0
1946,MA,Corn for grain,37.0,1445.0,6800.0,11700.0,4700.0,253
1946,MA,Corn for silage,0.86,5820.0,39000.0,16600.0,6700.0,335
1946,MA,Flaxseed,118.0,615.0,75900.0,305000.0,123000.0,8967
1946,MA,Mixed grains,29.0,1510.0,8600.0,14100.0,5700.0,250
1946,MA,Oats,36.0,1320.0,740000.0,1384000.0,560000.0,26880
1946,MA,"Peas, dry",105.0,1345.0,16550.0,30400.0,12300.0,1733
1946,MA,"Rye, all",94.0,975.0,8200.0,20800.0,8400.0,770
1946,MA,"Rye, fall remaining",96.0,1000.0,6000.0,,,574
1946,MA,"Rye, spring",89.0,915.0,2200.0,5900.0,2400.0,196
1946,MA,Sugar beets,1.22,18900.0,88800.0,11599.0,4700.0,1080
1946,MA,Sunflower seed,0.0,635.0,5900.0,23000.0,9300.0,0
1946,MA,Tame hay,1.12,2440.0,317000.0,311000.0,130000.0,3553
1946,MA,"Wheat, all",61.0,1550.0,1579000.0,2522000.0,1020000.0,96860
1946,MP,Barley,44.0,1555.0,13300.0,21200.0,8550.0,585
1946,MP,Mixed grains,35.0,1860.0,34700.0,46200.0,18650.0,1204
1946,MP,Oats,44.0,1350.0,191300.0,350700.0,141900.0,8442
1946,MP,Tame hay,1.85,2580.0,1246000.0,1194000.0,483000.0,23033
1946,MP,"Wheat, all",45.0,1290.0,2450.0,4700.0,1900.0,111
1946,NB,Barley,44.0,1565.0,6250.0,9900.0,4000.0,273
1946,NB,Buckwheat,52.0,1500.0,6450.0,10600.0,4300.0,336
1946,NB,Corn for silage,0.0,0.0,0.0,0.0,0.0,0
1946,NB,Mixed grains,33.0,1850.0,1850.0,2500.0,1000.0,61
1946,NB,Oats,43.0,1295.0,92300.0,176000.0,71200.0,3949
1946,NB,Tame hay,1.78,2470.0,555000.0,556000.0,225000.0,9884
1946,NB,"Wheat, all",51.0,1250.0,750.0,1500.0,600.0,38
1946,NS,Barley,46.0,1570.0,3850.0,6100.0,2450.0,179
1946,NS,Corn for silage,0.0,0.0,0.0,0.0,0.0,0
1946,NS,Mixed grains,41.0,1740.0,2350.0,3300.0,1350.0,97
1946,NS,Oats,49.0,1450.0,37350.0,63700.0,25800.0,1816
1946,NS,"Rye, all",0.0,0.0,0.0,0.0,0.0,0
1946,NS,Tame hay,1.9,3140.0,530000.0,417000.0,169000.0,10051
1946,NS,"Wheat, all",42.0,1200.0,600.0,1200.0,500.0,25
1946,ON,Barley,35.0,1975.0,216500.0,271000.0,109700.0,7658
1946,ON,"Beans, all dry (white and coloured)",109.0,1165.0,36200.0,76800.0,31100.0,3947
1946,ON,Buckwheat,43.0,1250.0,53550.0,106000.0,42900.0,2287
1946,ON,Corn for grain,42.0,2730.0,273000.0,248000.0,100000.0,11382
1946,ON,Corn for silage,0.4,20170.0,2400000.0,295000.0,119000.0,9526
1946,ON,Flaxseed,119.0,590.0,4550.0,19000.0,7700.0,542
1946,ON,Mixed grains,31.0,2255.0,812000.0,890000.0,360200.0,25461
1946,ON,Oats,39.0,1675.0,1017600.0,1503000.0,608200.0,39589
1946,ON,"Peas, dry",104.0,1410.0,17350.0,30400.0,12300.0,1812
1946,ON,"Rye, all",78.0,1330.0,34300.0,63700.0,25800.0,2686
1946,ON,Soybeans,81.0,1215.0,29200.0,59200.0,24000.0,2369
1946,ON,Sugar beets,1.51,22400.0,210900.0,23293.0,9400.0,3184
1946,ON,Tame hay,1.3,4070.0,5439000.0,3305000.0,1337000.0,70641
1946,ON,"Wheat, all",46.0,1970.0,414200.0,520400.0,210300.0,19040
1946,ON,"Wheat, spring",46.0,1485.0,21200.0,35400.0,14300.0,974
1946,ON,"Wheat, winter remaining",46.0,2005.0,393000.0,,,18066
1946,PP,Barley,35.0,1240.0,2911000.0,5788000.0,2343000.0,102416
1946,PP,Canola (rapeseed),0.0,620.0,5900.0,23500.0,9500.0,0
1946,PP,Corn for silage,0.85,6040.0,55000.0,22400.0,9100.0,465
1946,PP,Flaxseed,118.0,480.0,166900.0,865000.0,349000.0,19664
1946,PP,Mixed grains,30.0,1395.0,26900.0,47700.0,19300.0,819
1946,PP,Oats,36.0,1100.0,3778000.0,8470000.0,3428000.0,134260
1946,PP,"Peas, dry",106.0,1210.0,29900.0,61100.0,24700.0,3177
1946,PP,"Rye, all",91.0,705.0,184200.0,642800.0,260400.0,16747
1946,PP,Sugar beets,1.32,26300.0,440100.0,41163.0,16700.0,5793
1946,PP,Tame hay,1.26,3420.0,2293000.0,1650000.0,670000.0,28828
1946,PP,"Wheat, all",59.0,1115.0,10695000.0,23731000.0,9603000.0,635750
1946,PEI,Barley,42.0,1525.0,3200.0,5200.0,2100.0,133
1946,PEI,Corn for silage,0.0,0.0,0.0,0.0,0.0,0
1946,PEI,Mixed grains,34.0,1870.0,30500.0,40400.0,16300.0,1046
1946,PEI,Oats,43.0,1375.0,61650.0,111000.0,44900.0,2677
1946,PEI,Tame hay,1.92,1810.0,161000.0,221000.0,89000.0,3098
1946,PEI,"Wheat, all",44.0,1375.0,1100.0,2000.0,800.0,48
1946,QU,Barley,41.0,1185.0,42400.0,88500.0,35800.0,1752
1946,QU,"Beans, all dry (white and coloured)",142.0,1055.0,950.0,2200.0,900.0,135
1946,QU,Buckwheat,46.0,1120.0,24650.0,54400.0,22000.0,1143
1946,QU,Corn for grain,0.0,0.0,0.0,0.0,0.0,0
1946,QU,Corn for silage,0.67,19220.0,519000.0,66600.0,27000.0,3489
1946,QU,Flaxseed,0.0,0.0,0.0,0.0,0.0,0
1946,QU,Mixed grains,41.0,1340.0,96600.0,178000.0,72000.0,3930
1946,QU,Oats,45.0,905.0,498600.0,1364000.0,552000.0,22306
1946,QU,"Peas, dry",134.0,885.0,2750.0,7600.0,3100.0,368
1946,QU,"Rye, all",41.0,1090.0,1200.0,2800.0,1100.0,49
1946,QU,Sugar beets,1.33,18300.0,16500.0,2163.0,900.0,219
1946,QU,Tame hay,1.43,2910.0,4784000.0,4056500.0,1642000.0,68444
1946,QU,"Wheat, all",46.0,1170.0,5500.0,11600.0,4700.0,251
1946,SK,Barley,35.0,1000.0,936000.0,2318000.0,938000.0,33110
1946,SK,Canola (rapeseed),0.0,635.0,5400.0,21000.0,8500.0,0
1946,SK,Corn for silage,0.86,619.0,13000.0,5100.0,2100.0,112
1946,SK,Flaxseed,118.0,380.0,73700.0,480000.0,194000.0,8671
1946,SK,Mixed grains,32.0,1000.0,3300.0,8200.0,3300.0,105
1946,SK,Oats,36.0,880.0,1542000.0,4331000.0,1753000.0,55000
1946,SK,"Peas, dry",105.0,1020.0,4800.0,11700.0,4700.0,502
1946,SK,"Rye, all",89.0,615.0,101700.0,407000.0,165000.0,9092
1946,SK,"Rye, fall remaining",89.0,570.0,58000.0,,,5185
1946,SK,"Rye, spring",89.0,695.0,43700.0,155000.0,63000.0,3907
1946,SK,Sunflower seed,0.0,0.0,0.0,0.0,0.0,0
1946,SK,Tame hay,1.26,3210.0,609000.0,466000.0,190000.0,7672
1946,SK,"Wheat, all",60.0,985.0,5660000.0,14226000.0,5757000.0,336960
1947,AB,Barley,50.0,1190.0,1132000.0,2354000.0,953000.0,56160
1947,AB,Corn for silage,0.6,10000.0,4000.0,900.0,400.0,24
1947,AB,Flaxseed,205.0,525.0,58400.0,274000.0,111000.0,11960
1947,AB,Mixed grains,36.0,1105.0,7300.0,16300.0,6600.0,266
1947,AB,Oats,49.0,1130.0,1157000.0,2534000.0,1025000.0,57000
1947,AB,"Peas, dry",98.0,805.0,6050.0,18500.0,7500.0,591
1947,AB,"Rye, all",138.0,815.0,108300.0,328000.0,133000.0,14960
1947,AB,"Rye, fall remaining",138.0,925.0,74000.0,,,10208
1947,AB,"Rye, spring",139.0,645.0,34300.0,131000.0,53000.0,4752
1947,AB,Sugar beets,1.65,28100.0,332200.0,29257.0,11800.0,5485
1947,AB,Sunflower seed,0.0,0.0,0.0,0.0,0.0,0
1947,AB,Tame hay,1.56,3480.0,1357000.0,969000.0,390000.0,21139
1947,AB,"Wheat, all",59.0,1065.0,2857000.0,6634000.0,2684000.0,169050
1947,BC,Barley,51.0,1830.0,16300.0,22000.0,8900.0,830
1947,BC,Corn for silage,0.82,22670.0,34000.0,3600.0,1500.0,278
1947,BC,Flaxseed,209.0,490.0,1100.0,5500.0,2250.0,230
1947,BC,Mixed grains,39.0,2110.0,1900.0,2200.0,900.0,74
1947,BC,Oats,53.0,1770.0,70000.0,97600.0,39500.0,3676
1947,BC,"Peas, dry",101.0,1515.0,4700.0,7700.0,3100.0,475
1947,BC,"Rye, all",130.0,1200.0,600.0,1300.0,500.0,78
